Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TRRAP","Transformation/Transcription Domain Associated Protein","Protein Coding","44","GC07P098877","0.874492406845093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRRAP"
"SETDB1","SET Domain Bifurcated Histone Lysine Methyltransferase 1","Protein Coding","40","GC01P150926","0.873867034912109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETDB1"
"XRN1","5'-3' Exoribonuclease 1","Protein Coding","35","GC03M142306","0.873775124549866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XRN1"
"SPEG","Striated Muscle Enriched Protein Kinase","Protein Coding","41","GC02P219434","0.873103976249695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPEG"
"NANS","N-Acetylneuraminate Synthase","Protein Coding","42","GC09P098056","0.872652351856232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANS"
"PLAA","Phospholipase A2 Activating Protein","Protein Coding","43","GC09M026903","0.872453331947327","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAA"
"RPS6KA6","Ribosomal Protein S6 Kinase A6","Protein Coding","41","GC0XM084058","0.872427105903625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA6"
"PPIP5K1","Diphosphoinositol Pentakisphosphate Kinase 1","Protein Coding","33","GC15M043533","0.872318387031555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIP5K1"
"TTC3","Tetratricopeptide Repeat Domain 3","Protein Coding","39","GC21P037073","0.871744394302368","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC3"
"MIR570","MicroRNA 570","RNA Gene","17","GC03P196258","0.871612071990967","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR570"
"TLE6","TLE Family Member 6, Subcortical Maternal Complex Member","Protein Coding","34","GC19P002978","0.87151050567627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLE6"
"CWF19L1","CWF19 Like Cell Cycle Control Factor 1","Protein Coding","38","GC10M100232","0.87141478061676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWF19L1"
"DUSP9","Dual Specificity Phosphatase 9","Protein Coding","40","GC0XP153642","0.871375679969788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP9"
"MTAP","Methylthioadenosine Phosphorylase","Protein Coding","46","GC09P021792","0.871254563331604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTAP"
"DNAJC6","DnaJ Heat Shock Protein Family (Hsp40) Member C6","Protein Coding","42","GC01P065248","0.870560348033905","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC6"
"ZNF462","Zinc Finger Protein 462","Protein Coding","39","GC09P106860","0.870560228824615","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF462"
"IL1R2","Interleukin 1 Receptor Type 2","Protein Coding","44","GC02P101991","0.870282411575317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R2"
"IL16","Interleukin 16","Protein Coding","40","GC15P081159","0.870233535766602","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL16"
"TTI2","TELO2 Interacting Protein 2","Protein Coding","35","GC08M033473","0.870213150978088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTI2"
"BRIX1","Biogenesis Of Ribosomes BRX1","Protein Coding","34","GC05P034916","0.869801044464111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRIX1"
"PI4K2B","Phosphatidylinositol 4-Kinase Type 2 Beta","Protein Coding","38","GC04P025167","0.869598150253296","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4K2B"
"RFLNB","Refilin B","Protein Coding","24","GC17M003025","0.869387328624725","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFLNB"
"ARMCX7P","Armadillo Repeat Containing X-Linked 7, Pseudogene","Pseudogene","6","GC0XP101597","0.868851780891418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMCX7P"
"EXOC7","Exocyst Complex Component 7","Protein Coding","40","GC17M076080","0.86884343624115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC7"
"GEMIN6","Gem Nuclear Organelle Associated Protein 6","Protein Coding","36","GC02P038751","0.868209719657898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN6"
"PDE8A","Phosphodiesterase 8A","Protein Coding","40","GC15P118028","0.868072032928467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE8A"
"IFTAP","Intraflagellar Transport Associated Protein","Protein Coding","26","GC11P036594","0.868044316768646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFTAP"
"TBCB","Tubulin Folding Cofactor B","Protein Coding","38","GC19P066562","0.868034660816193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCB"
"CBX2","Chromobox 2","Protein Coding","41","GC17P079778","0.867804646492004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX2"
"NFATC2IP","Nuclear Factor Of Activated T Cells 2 Interacting Protein","Protein Coding","34","GC16P040932","0.867768168449402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC2IP"
"GRK5","G Protein-Coupled Receptor Kinase 5","Protein Coding","41","GC10P119207","0.867307960987091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK5"
"CD7","CD7 Molecule","Protein Coding","38","GC17M082314","0.867307960987091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD7"
"CFAP53","Cilia And Flagella Associated Protein 53","Protein Coding","33","GC18M050227","0.867192387580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP53"
"CTNNBL1","Catenin Beta Like 1","Protein Coding","39","GC20P037693","0.866427540779114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBL1"
"STEAP2","STEAP2 Metalloreductase","Protein Coding","39","GC07P090167","0.866427540779114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP2"
"PTGIR","Prostaglandin I2 Receptor","Protein Coding","45","GC19M065976","0.866345643997192","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGIR"
"GIPC3","GIPC PDZ Domain Containing Family Member 3","Protein Coding","36","GC19P003585","0.866248488426208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIPC3"
"ATOX1","Antioxidant 1 Copper Chaperone","Protein Coding","38","GC05M151743","0.866133570671082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATOX1"
"AKT1S1","AKT1 Substrate 1","Protein Coding","37","GC19M049869","0.865676701068878","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1S1"
"ARL8B","ADP Ribosylation Factor Like GTPase 8B","Protein Coding","36","GC03P005122","0.865676701068878","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL8B"
"ANGPTL6","Angiopoietin Like 6","Protein Coding","40","GC19M010092","0.86552894115448","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL6"
"CHMP5","Charged Multivesicular Body Protein 5","Protein Coding","38","GC09P033257","0.865507364273071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP5"
"SULT1C3","Sulfotransferase Family 1C Member 3","Protein Coding","36","GC02P108230","0.865461230278015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1C3"
"PPM1F","Protein Phosphatase, Mg2+/Mn2+ Dependent 1F","Protein Coding","40","GC22M021919","0.865437507629395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1F"
"IGHD1-1","Immunoglobulin Heavy Diversity 1-1","Protein Coding","8","GC14M112763","0.865402936935425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHD1-1"
"PXK","PX Domain Containing Serine/Threonine Kinase Like","Protein Coding","37","GC03P058333","0.865255236625671","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXK"
"ATG2A","Autophagy Related 2A","Protein Coding","36","GC11M089735","0.864702939987183","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG2A"
"SPINT1","Serine Peptidase Inhibitor, Kunitz Type 1","Protein Coding","41","GC15P040844","0.864263832569122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINT1"
"OASL","2'-5'-Oligoadenylate Synthetase Like","Protein Coding","39","GC12M122248","0.864173948764801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OASL"
"ZNRF4","Zinc And Ring Finger 4","Protein Coding","29","GC19P005455","0.864050924777985","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRF4"
"LGALS7B","Galectin 7B","Protein Coding","31","GC19P066616","0.864044070243835","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS7B"
"ADRA2A","Adrenoceptor Alpha 2A","Protein Coding","45","GC10P111077","0.863994359970093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA2A"
"EPC1","Enhancer Of Polycomb Homolog 1","Protein Coding","38","GC10M033099","0.863985896110535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPC1"
"LMOD3","Leiomodin 3","Protein Coding","38","GC03M069156","0.863843321800232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD3"
"LZTFL1","Leucine Zipper Transcription Factor Like 1","Protein Coding","38","GC03M045823","0.863843321800232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTFL1"
"TEX264","Testis Expressed 264, ER-Phagy Receptor","Protein Coding","33","GC03P051663","0.863682150840759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX264"
"BBOF1","Basal Body Orientation Factor 1","Protein Coding","24","GC14P074021","0.86347758769989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BBOF1"
"SDHDP4","Succinate Dehydrogenase Complex Subunit D Pseudogene 4","Pseudogene","10","GC03M045882","0.86334240436554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHDP4"
"SDHDP6","Succinate Dehydrogenase Complex Subunit D Pseudogene 6","Pseudogene","10","GC01M025695","0.86334240436554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHDP6"
"SDHDP1","Succinate Dehydrogenase Complex Subunit D Pseudogene 1","Pseudogene","8","GC18M024775","0.86334240436554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHDP1"
"SDHDP2","Succinate Dehydrogenase Complex Subunit D Pseudogene 2","Pseudogene","7","GC07P135444","0.86334240436554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHDP2"
"SDHDP5","Succinate Dehydrogenase Complex Subunit D Pseudogene 5","Pseudogene","7","GC02P178019","0.86334240436554","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHDP5"
"SLC29A2","Solute Carrier Family 29 Member 2","Protein Coding","44","GC11M089856","0.862802743911743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC29A2"
"AKAP6","A-Kinase Anchoring Protein 6","Protein Coding","40","GC14P032329","0.862723827362061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP6"
"DNAAF2","Dynein Axonemal Assembly Factor 2","Protein Coding","36","GC14M049625","0.862480103969574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF2"
"PPFIBP1","PPFIA Binding Protein 1","Protein Coding","40","GC12P027523","0.862029194831848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIBP1"
"RSPO3","R-Spondin 3","Protein Coding","38","GC06P127118","0.86198753118515","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPO3"
"PBX1","PBX Homeobox 1","Protein Coding","47","GC01P164524","0.861835956573486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBX1"
"LOC112997540","Sharpr-MPRA Regulatory Region 13773","Biological Region","3","GC04P083284","0.861572623252869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112997540"
"TNRC6A","Trinucleotide Repeat Containing Adaptor 6A","Protein Coding","38","GC16P024611","0.861262202262878","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6A"
"RUSC2","RUN And SH3 Domain Containing 2","Protein Coding","37","GC09P035490","0.861175060272217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUSC2"
"COMMD1","Copper Metabolism Domain Containing 1","Protein Coding","41","GC02P061888","0.861034870147705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1"
"MIR204","MicroRNA 204","RNA Gene","24","GC09M070809","0.860865950584412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR204"
"KCTD11","Potassium Channel Tetramerization Domain Containing 11","Protein Coding","33","GC17P007351","0.86085057258606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD11"
"ADORA3","Adenosine A3 Receptor","Protein Coding","44","GC01M111499","0.860801160335541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA3"
"TMEM127","Transmembrane Protein 127","Protein Coding","38","GC02M096248","0.860731899738312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127"
"ATP11B","ATPase Phospholipid Transporting 11B (Putative)","Protein Coding","40","GC03P182793","0.859843373298645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP11B"
"SNAPC4","Small Nuclear RNA Activating Complex Polypeptide 4","Protein Coding","37","GC09M136375","0.859829664230347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPC4"
"MAGEB1","MAGE Family Member B1","Protein Coding","33","GC0XP030244","0.859829664230347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEB1"
"NUB1","Negative Regulator Of Ubiquitin Like Proteins 1","Protein Coding","37","GC07P151341","0.859235882759094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUB1"
"DOP1B","DOP1 Leucine Zipper Like Protein B","Protein Coding","26","GC21P036170","0.858606278896332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOP1B"
"CDCA3","Cell Division Cycle Associated 3","Protein Coding","37","GC12M006844","0.858283579349518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA3"
"HTR1F","5-Hydroxytryptamine Receptor 1F","Protein Coding","43","GC03P087792","0.857827544212341","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR1F"
"PALM","Paralemmin","Protein Coding","34","GC19P000708","0.857709467411041","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PALM"
"TPH2","Tryptophan Hydroxylase 2","Protein Coding","45","GC12P071938","0.8575639128685","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPH2"
"ERC1","ELKS/RAB6-Interacting/CAST Family Member 1","Protein Coding","40","GC12P000972","0.857542335987091","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERC1"
"TNFRSF10C","TNF Receptor Superfamily Member 10c","Protein Coding","37","GC08P023102","0.857396245002747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF10C"
"IPO13","Importin 13","Protein Coding","37","GC01P043947","0.857100784778595","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO13"
"STOML1","Stomatin Like 1","Protein Coding","34","GC15M073978","0.857051432132721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOML1"
"TNMD","Tenomodulin","Protein Coding","33","GC0XP100584","0.856955766677856","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNMD"
"FBXO22","F-Box Protein 22","Protein Coding","33","GC15P075903","0.8569296002388","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO22"
"RIN1","Ras And Rab Interactor 1","Protein Coding","37","GC11M089851","0.856713056564331","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIN1"
"BZW1","Basic Leucine Zipper And W2 Domains 1","Protein Coding","34","GC02P200810","0.856463670730591","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW1"
"GMCL2","Germ Cell-Less 2, Spermatogenesis Associated","Protein Coding","19","GC05M178189","0.855739653110504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMCL2"
"GCC2","GRIP And Coiled-Coil Domain Containing 2","Protein Coding","36","GC02P108432","0.855015158653259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCC2"
"REV1","REV1 DNA Directed Polymerase","Protein Coding","40","GC02M099383","0.854261457920074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REV1"
"MEGF8","Multiple EGF Like Domains 8","Protein Coding","36","GC19P042325","0.854059338569641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF8"
"KIFAP3","Kinesin Associated Protein 3","Protein Coding","40","GC01M169921","0.854041218757629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIFAP3"
"LHFPL5","LHFPL Tetraspan Subfamily Member 5","Protein Coding","32","GC06P083836","0.853983402252197","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHFPL5"
"R3HDM1","R3H Domain Containing 1","Protein Coding","32","GC02P135531","0.853810787200928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM1"
"AHSP","Alpha Hemoglobin Stabilizing Protein","Protein Coding","35","GC16P031527","0.853685855865479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP"
"C6orf120","Chromosome 6 Open Reading Frame 120","Protein Coding","30","GC06P169702","0.853124618530273","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C6orf120"
"L3MBTL3","L3MBTL Histone Methyl-Lysine Binding Protein 3","Protein Coding","36","GC06P130013","0.853100895881653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL3"
"TESK1","Testis Associated Actin Remodelling Kinase 1","Protein Coding","41","GC09P035605","0.852438867092133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TESK1"
"AQP7","Aquaporin 7","Protein Coding","42","GC09M033384","0.852347075939178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP7"
"PNMT","Phenylethanolamine N-Methyltransferase","Protein Coding","42","GC17P039667","0.852325201034546","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMT"
"LIMD1","LIM Domain Containing 1","Protein Coding","38","GC03P045555","0.851942896842957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMD1"
"BZW2","Basic Leucine Zipper And W2 Domains 2","Protein Coding","38","GC07P016646","0.851787328720093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW2"
"HIVEP3","HIVEP Zinc Finger 3","Protein Coding","35","GC01M041506","0.851702570915222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIVEP3"
"YIPF3","Yip1 Domain Family Member 3","Protein Coding","35","GC06M066209","0.851700842380524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF3"
"INMT","Indolethylamine N-Methyltransferase","Protein Coding","38","GC07P030737","0.851514101028442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INMT"
"RANBP10","RAN Binding Protein 10","Protein Coding","35","GC16M067723","0.851209938526154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP10"
"SLC7A11","Solute Carrier Family 7 Member 11","Protein Coding","42","GC04M138164","0.850393533706665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A11"
"REPS1","RALBP1 Associated Eps Domain Containing 1","Protein Coding","38","GC06M138903","0.850210905075073","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REPS1"
"KCNMB1","Potassium Calcium-Activated Channel Subfamily M Regulatory Beta Subunit 1","Protein Coding","42","GC05M170374","0.850070476531982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB1"
"PPP5C","Protein Phosphatase 5 Catalytic Subunit","Protein Coding","43","GC19P066930","0.848843932151794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP5C"
"ARV1","ARV1 Homolog, Fatty Acid Homeostasis Modulator","Protein Coding","36","GC01P230978","0.848788738250732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARV1"
"RFTN1","Raftlin, Lipid Raft Linker 1","Protein Coding","37","GC03M020771","0.848711252212524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFTN1"
"SCAMP2","Secretory Carrier Membrane Protein 2","Protein Coding","37","GC15M074843","0.848711252212524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAMP2"
"MIR143","MicroRNA 143","RNA Gene","25","GC05P149410","0.84849601984024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"DZIP1","DAZ Interacting Zinc Finger Protein 1","Protein Coding","37","GC13M095578","0.848251700401306","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DZIP1"
